past_q_count_,q_count,q_with_fav_unique,q_with_fav_rate,fav_total,fav_per_q
118000,100,52,0.52,86,1.6538461538461537
118100,100,48,0.48,106,2.2083333333333335
118200,100,61,0.61,126,2.0655737704918034
118300,100,45,0.45,92,2.0444444444444443
118400,100,49,0.49,85,1.7346938775510203
118500,100,44,0.44,99,2.25
118600,100,40,0.4,61,1.525
118700,100,46,0.46,110,2.3913043478260869
118800,100,48,0.48,84,1.75
118900,100,38,0.38,60,1.5789473684210527
119000,100,47,0.47,89,1.8936170212765957
119100,100,39,0.39,67,1.7179487179487178
119200,100,48,0.48,65,1.3541666666666667
119300,100,53,0.53,92,1.7358490566037736
119400,100,33,0.33,69,2.0909090909090908
119500,100,43,0.43,78,1.8139534883720929
119600,100,45,0.45,68,1.5111111111111111
119700,100,36,0.36,73,2.0277777777777777
119800,100,46,0.46,95,2.0652173913043477
119900,100,43,0.43,71,1.6511627906976745
120000,100,28,0.28,38,1.3571428571428572
120100,100,44,0.44,62,1.4090909090909092
120200,100,37,0.37,58,1.5675675675675675
120300,100,36,0.36,48,1.3333333333333333
120400,100,35,0.35,52,1.4857142857142858
120500,100,46,0.46,75,1.6304347826086956
120600,100,51,0.51,335,6.5686274509803919
120700,100,35,0.35,52,1.4857142857142858
120800,100,37,0.37,112,3.0270270270270272
120900,100,35,0.35,90,2.5714285714285716
121000,100,33,0.33,84,2.5454545454545454
121100,100,41,0.41,72,1.7560975609756098
121200,100,40,0.4,101,2.525
121300,100,39,0.39,59,1.5128205128205128
121400,100,44,0.44,75,1.7045454545454546
121500,100,43,0.43,76,1.7674418604651163
121600,100,37,0.37,81,2.189189189189189
121700,100,42,0.42,61,1.4523809523809523
121800,100,47,0.47,82,1.7446808510638299
121900,100,45,0.45,88,1.9555555555555555
122000,100,40,0.4,106,2.65
122100,100,44,0.44,92,2.0909090909090908
122200,100,45,0.45,60,1.3333333333333333
122300,100,31,0.31,62,2
122400,100,39,0.39,56,1.4358974358974359
122500,100,44,0.44,59,1.3409090909090908
122600,100,41,0.41,74,1.8048780487804879
122700,100,42,0.42,69,1.6428571428571428
122800,100,43,0.43,77,1.7906976744186047
122900,100,45,0.45,69,1.5333333333333334
123000,100,40,0.4,77,1.925
123100,100,50,0.5,115,2.3
123200,100,40,0.4,72,1.8
123300,100,48,0.48,97,2.0208333333333335
123400,100,49,0.49,84,1.7142857142857142
123500,100,39,0.39,61,1.5641025641025641
123600,100,40,0.4,66,1.65
123700,100,43,0.43,67,1.558139534883721
123800,100,46,0.46,105,2.2826086956521738
123900,100,43,0.43,64,1.4883720930232558
124000,100,43,0.43,66,1.5348837209302326
124100,100,41,0.41,62,1.5121951219512195
124200,100,50,0.5,66,1.32
124300,100,43,0.43,51,1.1860465116279071
124400,100,43,0.43,75,1.7441860465116279
124500,100,47,0.47,82,1.7446808510638299
124600,100,42,0.42,62,1.4761904761904763
124700,100,40,0.4,69,1.725
124800,100,45,0.45,75,1.6666666666666667
124900,100,30,0.3,42,1.4
125000,100,47,0.47,91,1.9361702127659575
125100,100,42,0.42,59,1.4047619047619047
125200,100,34,0.34,46,1.3529411764705883
125300,100,49,0.49,82,1.6734693877551021
125400,100,40,0.4,61,1.525
125500,100,31,0.31,51,1.6451612903225807
125600,100,36,0.36,50,1.3888888888888888
125700,100,44,0.44,66,1.5
125800,100,38,0.38,52,1.368421052631579
125900,100,48,0.48,77,1.6041666666666667
126000,100,41,0.41,76,1.8536585365853659
126100,100,36,0.36,59,1.6388888888888888
126200,100,45,0.45,82,1.8222222222222222
126300,100,38,0.38,68,1.7894736842105263
126400,100,40,0.4,70,1.75
126500,100,60,0.6,105,1.75
126600,100,44,0.44,77,1.75
126700,100,42,0.42,63,1.5
126800,100,46,0.46,83,1.8043478260869565
126900,100,43,0.43,92,2.13953488372093
127000,100,44,0.44,76,1.7272727272727273
127100,100,42,0.42,76,1.8095238095238095
127200,100,47,0.47,72,1.5319148936170213
127300,100,47,0.47,84,1.7872340425531914
127400,100,38,0.38,71,1.868421052631579
127500,100,48,0.48,69,1.4375
127600,100,34,0.34,68,2
127700,100,48,0.48,76,1.5833333333333333
127800,100,47,0.47,72,1.5319148936170213
127900,100,39,0.39,61,1.5641025641025641
128000,100,40,0.4,71,1.775
128100,100,36,0.36,60,1.6666666666666667
128200,100,40,0.4,83,2.075
128300,100,36,0.36,58,1.6111111111111112
128400,100,40,0.4,73,1.825
128500,100,47,0.47,93,1.9787234042553192
128600,100,45,0.45,78,1.7333333333333334
128700,100,39,0.39,54,1.3846153846153846
128800,100,40,0.4,73,1.825
128900,100,43,0.43,64,1.4883720930232558
129000,100,49,0.49,83,1.6938775510204083
129100,100,40,0.4,69,1.725
129200,100,31,0.31,51,1.6451612903225807
129300,100,32,0.32,43,1.34375
129400,100,40,0.4,61,1.525
129500,100,40,0.4,66,1.65
129600,100,39,0.39,64,1.641025641025641
129700,100,42,0.42,72,1.7142857142857142
129800,100,43,0.43,65,1.5116279069767442
129900,100,38,0.38,61,1.6052631578947369
130000,100,44,0.44,81,1.8409090909090908
130100,100,46,0.46,70,1.5217391304347827
130200,100,38,0.38,70,1.8421052631578947
130300,100,35,0.35,49,1.4
130400,100,37,0.37,69,1.8648648648648649
130500,100,34,0.34,44,1.2941176470588236
130600,100,42,0.42,57,1.3571428571428572
130700,100,35,0.35,60,1.7142857142857142
130800,100,43,0.43,66,1.5348837209302326
130900,100,37,0.37,45,1.2162162162162162
131000,100,42,0.42,67,1.5952380952380953
131100,100,41,0.41,82,2
131200,100,40,0.4,51,1.275
131300,100,46,0.46,82,1.7826086956521738
131400,100,38,0.38,53,1.3947368421052631
131500,100,47,0.47,111,2.3617021276595747
131600,100,41,0.41,61,1.4878048780487805
131700,100,40,0.4,57,1.425
131800,100,41,0.41,65,1.5853658536585367
131900,100,34,0.34,66,1.9411764705882353
132000,100,39,0.39,64,1.641025641025641
132100,100,39,0.39,56,1.4358974358974359
132200,100,34,0.34,66,1.9411764705882353
132300,100,34,0.34,47,1.3823529411764706
132400,100,38,0.38,59,1.5526315789473684
132500,100,49,0.49,67,1.3673469387755102
132600,100,41,0.41,57,1.3902439024390243
132700,100,42,0.42,60,1.4285714285714286
132800,100,38,0.38,54,1.4210526315789473
132900,100,41,0.41,61,1.4878048780487805
133000,100,41,0.41,85,2.0731707317073171
133100,100,35,0.35,49,1.4
133200,100,36,0.36,72,2
133300,100,40,0.4,62,1.55
133400,100,38,0.38,48,1.263157894736842
133500,100,42,0.42,74,1.7619047619047619
133600,100,50,0.5,91,1.82
133700,100,36,0.36,61,1.6944444444444444
133800,100,33,0.33,50,1.5151515151515151
133900,100,33,0.33,49,1.4848484848484849
134000,100,41,0.41,69,1.6829268292682926
134100,100,49,0.49,183,3.7346938775510203
134200,100,32,0.32,55,1.71875
134300,100,34,0.34,48,1.411764705882353
134400,100,35,0.35,57,1.6285714285714286
134500,100,34,0.34,64,1.8823529411764706
134600,100,31,0.31,44,1.4193548387096775
134700,100,39,0.39,68,1.7435897435897436
134800,100,30,0.3,42,1.4
134900,100,30,0.3,37,1.2333333333333334
135000,100,35,0.35,49,1.4
135100,100,30,0.3,42,1.4
135200,100,43,0.43,61,1.4186046511627908
135300,100,38,0.38,52,1.368421052631579
135400,100,43,0.43,73,1.6976744186046511
135500,100,40,0.4,73,1.825
135600,100,34,0.34,52,1.5294117647058822
135700,100,31,0.31,46,1.4838709677419355
135800,100,36,0.36,53,1.4722222222222223
135900,100,30,0.3,37,1.2333333333333334
136000,100,35,0.35,53,1.5142857142857142
136100,100,40,0.4,57,1.425
136200,100,41,0.41,68,1.6585365853658536
136300,100,31,0.31,48,1.5483870967741935
136400,100,39,0.39,96,2.4615384615384617
136500,100,36,0.36,53,1.4722222222222223
136600,100,31,0.31,52,1.6774193548387097
136700,100,31,0.31,42,1.3548387096774193
136800,100,39,0.39,55,1.4102564102564104
136900,100,44,0.44,55,1.25
137000,100,34,0.34,50,1.4705882352941178
137100,100,30,0.3,56,1.8666666666666667
137200,100,28,0.28,43,1.5357142857142858
137300,100,37,0.37,54,1.4594594594594594
137400,100,40,0.4,61,1.525
137500,100,31,0.31,49,1.5806451612903225
137600,100,35,0.35,46,1.3142857142857143
137700,100,36,0.36,47,1.3055555555555556
137800,100,34,0.34,47,1.3823529411764706
137900,100,32,0.32,49,1.53125
138000,100,33,0.33,47,1.4242424242424243
138100,100,42,0.42,51,1.2142857142857142
138200,100,33,0.33,47,1.4242424242424243
138300,100,35,0.35,48,1.3714285714285714
138400,100,27,0.27,29,1.0740740740740742
138500,100,36,0.36,54,1.5
138600,100,33,0.33,56,1.696969696969697
138700,100,35,0.35,53,1.5142857142857142
138800,100,34,0.34,51,1.5
138900,100,22,0.22,30,1.3636363636363635
139000,100,42,0.42,57,1.3571428571428572
139100,100,28,0.28,35,1.25
139200,100,38,0.38,49,1.2894736842105263
139300,100,32,0.32,57,1.78125
139400,100,39,0.39,59,1.5128205128205128
139500,100,32,0.32,47,1.46875
139600,100,37,0.37,60,1.6216216216216217
139700,100,41,0.41,72,1.7560975609756098
139800,100,36,0.36,48,1.3333333333333333
139900,100,28,0.28,37,1.3214285714285714
140000,100,34,0.34,52,1.5294117647058822
140100,100,34,0.34,51,1.5
140200,100,39,0.39,60,1.5384615384615385
140300,100,34,0.34,50,1.4705882352941178
140400,100,39,0.39,55,1.4102564102564104
140500,100,39,0.39,70,1.7948717948717949
140600,100,42,0.42,82,1.9523809523809523
140700,100,35,0.35,53,1.5142857142857142
140800,100,41,0.41,63,1.5365853658536586
140900,100,35,0.35,51,1.4571428571428571
141000,100,35,0.35,58,1.6571428571428573
141100,100,29,0.29,45,1.5517241379310345
141200,100,39,0.39,54,1.3846153846153846
141300,100,31,0.31,38,1.2258064516129032
141400,100,30,0.3,37,1.2333333333333334
141500,100,36,0.36,45,1.25
141600,100,28,0.28,62,2.2142857142857144
141700,100,32,0.32,74,2.3125
141800,100,34,0.34,50,1.4705882352941178
141900,100,28,0.28,56,2
142000,100,39,0.39,59,1.5128205128205128
142100,100,36,0.36,57,1.5833333333333333
142200,100,37,0.37,54,1.4594594594594594
142300,100,29,0.29,39,1.3448275862068966
142400,100,25,0.25,31,1.24
142500,100,29,0.29,40,1.3793103448275863
142600,100,30,0.3,41,1.3666666666666667
142700,100,34,0.34,62,1.8235294117647058
142800,100,42,0.42,59,1.4047619047619047
142900,100,41,0.41,58,1.4146341463414633
143000,100,42,0.42,57,1.3571428571428572
143100,100,27,0.27,35,1.2962962962962963
143200,100,34,0.34,54,1.588235294117647
143300,100,41,0.41,55,1.3414634146341464
143400,100,34,0.34,57,1.6764705882352942
143500,100,35,0.35,114,3.2571428571428571
143600,100,35,0.35,70,2
143700,100,31,0.31,41,1.3225806451612903
143800,100,35,0.35,50,1.4285714285714286
143900,100,32,0.32,62,1.9375
144000,100,39,0.39,79,2.0256410256410255
144100,100,37,0.37,49,1.3243243243243243
144200,100,19,0.19,22,1.1578947368421053
144300,100,36,0.36,53,1.4722222222222223
144400,100,43,0.43,70,1.6279069767441861
144500,100,35,0.35,46,1.3142857142857143
144600,100,28,0.28,33,1.1785714285714286
144700,100,31,0.31,42,1.3548387096774193
144800,100,34,0.34,58,1.7058823529411764
144900,100,36,0.36,57,1.5833333333333333
145000,100,35,0.35,51,1.4571428571428571
145100,100,34,0.34,54,1.588235294117647
145200,100,29,0.29,46,1.5862068965517242
145300,100,31,0.31,37,1.1935483870967742
145400,100,35,0.35,54,1.5428571428571429
145500,100,33,0.33,51,1.5454545454545454
145600,100,33,0.33,55,1.6666666666666667
145700,100,36,0.36,64,1.7777777777777777
145800,100,41,0.41,50,1.2195121951219512
145900,100,35,0.35,49,1.4
146000,100,42,0.42,56,1.3333333333333333
146100,100,33,0.33,74,2.2424242424242422
146200,100,35,0.35,66,1.8857142857142857
146300,100,41,0.41,60,1.4634146341463414
146400,100,24,0.24,32,1.3333333333333333
146500,100,35,0.35,50,1.4285714285714286
146600,100,37,0.37,68,1.8378378378378379
146700,100,43,0.43,60,1.3953488372093024
146800,100,35,0.35,46,1.3142857142857143
146900,100,36,0.36,68,1.8888888888888888
147000,100,32,0.32,48,1.5
147100,100,31,0.31,42,1.3548387096774193
147200,100,28,0.28,39,1.3928571428571428
147300,100,27,0.27,51,1.8888888888888888
147400,100,38,0.38,56,1.4736842105263157
147500,100,29,0.29,63,2.1724137931034484
147600,100,38,0.38,54,1.4210526315789473
147700,100,29,0.29,53,1.8275862068965518
147800,100,38,0.38,50,1.3157894736842106
147900,100,24,0.24,40,1.6666666666666667
148000,100,34,0.34,57,1.6764705882352942
148100,100,29,0.29,35,1.2068965517241379
148200,100,28,0.28,41,1.4642857142857142
148300,100,48,0.48,68,1.4166666666666667
148400,100,30,0.3,40,1.3333333333333333
148500,100,25,0.25,36,1.44
148600,100,31,0.31,37,1.1935483870967742
148700,100,29,0.29,40,1.3793103448275863
148800,100,38,0.38,52,1.368421052631579
148900,100,29,0.29,41,1.4137931034482758
149000,100,41,0.41,56,1.3658536585365855
149100,100,41,0.41,67,1.6341463414634145
149200,100,30,0.3,42,1.4
149300,100,29,0.29,40,1.3793103448275863
149400,100,36,0.36,52,1.4444444444444444
149500,100,36,0.36,54,1.5
149600,100,38,0.38,53,1.3947368421052631
149700,100,31,0.31,48,1.5483870967741935
149800,100,21,0.21,33,1.5714285714285714
149900,100,30,0.3,36,1.2
150000,100,27,0.27,35,1.2962962962962963
150100,100,26,0.26,45,1.7307692307692308
150200,65,15,0.23076923076923078,17,1.1333333333333333
