q_first_a_diff,q_total,q_next_in28days_count,q_next_after29days_count,q_no_repeat_count,q_retention_28days,q_retention_after29days,no_repeat_rate
14617,13,6,4,3,0.46153846153846156,0.30769230769230771,0.23076923076923078
14618,13,6,4,3,0.46153846153846156,0.30769230769230771,0.23076923076923078
14619,12,5,5,2,0.41666666666666669,0.41666666666666669,0.16666666666666666
14620,11,5,4,2,0.45454545454545453,0.36363636363636365,0.18181818181818182
14621,10,3,4,3,0.3,0.4,0.3
14622,9,4,3,2,0.44444444444444442,0.33333333333333331,0.22222222222222221
14623,10,5,4,1,0.5,0.4,0.1
14624,8,2,5,1,0.25,0.625,0.125
14625,9,7,2,0,0.77777777777777779,0.22222222222222221,0
14626,6,4,2,0,0.66666666666666663,0.33333333333333331,0
14627,12,6,3,3,0.5,0.25,0.25
14628,8,1,3,4,0.125,0.375,0.5
14629,9,5,3,1,0.55555555555555558,0.33333333333333331,0.1111111111111111
14630,14,7,6,1,0.5,0.42857142857142855,0.071428571428571425
14631,9,5,3,1,0.55555555555555558,0.33333333333333331,0.1111111111111111
14632,13,6,4,3,0.46153846153846156,0.30769230769230771,0.23076923076923078
14633,9,6,2,1,0.66666666666666663,0.22222222222222221,0.1111111111111111
14634,10,5,5,0,0.5,0.5,0
14635,15,7,6,2,0.46666666666666667,0.4,0.13333333333333333
14636,11,7,2,2,0.63636363636363635,0.18181818181818182,0.18181818181818182
14637,14,8,3,3,0.5714285714285714,0.21428571428571427,0.21428571428571427
14638,17,5,4,8,0.29411764705882354,0.23529411764705882,0.47058823529411764
14639,9,6,2,1,0.66666666666666663,0.22222222222222221,0.1111111111111111
14640,16,5,7,4,0.3125,0.4375,0.25
14641,8,3,2,3,0.375,0.25,0.375
14642,11,4,7,0,0.36363636363636365,0.63636363636363635,0
14643,6,4,0,2,0.66666666666666663,0,0.33333333333333331
14644,13,4,8,1,0.30769230769230771,0.61538461538461542,0.076923076923076927
14645,10,0,4,6,0,0.4,0.6
14646,9,2,3,4,0.22222222222222221,0.33333333333333331,0.44444444444444442
14647,8,4,4,0,0.5,0.5,0
14648,11,6,2,3,0.54545454545454541,0.18181818181818182,0.27272727272727271
14649,10,5,4,1,0.5,0.4,0.1
14650,7,2,5,0,0.2857142857142857,0.7142857142857143,0
14651,5,1,2,2,0.2,0.4,0.4
14652,6,3,2,1,0.5,0.33333333333333331,0.16666666666666666
14653,6,3,3,0,0.5,0.5,0
14654,13,4,3,6,0.30769230769230771,0.23076923076923078,0.46153846153846156
14655,16,5,10,1,0.3125,0.625,0.0625
14656,10,3,5,2,0.3,0.5,0.2
14657,6,1,4,1,0.16666666666666666,0.66666666666666663,0.16666666666666666
14658,10,5,5,0,0.5,0.5,0
14659,8,2,3,3,0.25,0.375,0.375
14660,7,2,2,3,0.2857142857142857,0.2857142857142857,0.42857142857142855
14661,9,2,6,1,0.22222222222222221,0.66666666666666663,0.1111111111111111
14662,13,5,5,3,0.38461538461538464,0.38461538461538464,0.23076923076923078
14663,11,5,4,2,0.45454545454545453,0.36363636363636365,0.18181818181818182
14664,17,10,4,3,0.58823529411764708,0.23529411764705882,0.17647058823529413
14665,7,2,3,2,0.2857142857142857,0.42857142857142855,0.2857142857142857
14666,9,3,2,4,0.33333333333333331,0.22222222222222221,0.44444444444444442
14667,15,10,2,3,0.66666666666666663,0.13333333333333333,0.2
14668,9,2,3,4,0.22222222222222221,0.33333333333333331,0.44444444444444442
14669,13,4,6,3,0.30769230769230771,0.46153846153846156,0.23076923076923078
14670,13,5,6,2,0.38461538461538464,0.46153846153846156,0.15384615384615385
14671,13,4,5,4,0.30769230769230771,0.38461538461538464,0.30769230769230771
14672,5,4,1,0,0.8,0.2,0
14673,9,2,5,2,0.22222222222222221,0.55555555555555558,0.22222222222222221
14674,6,3,3,0,0.5,0.5,0
14675,8,2,2,4,0.25,0.25,0.5
14676,6,3,1,2,0.5,0.16666666666666666,0.33333333333333331
14677,8,4,1,3,0.5,0.125,0.375
14678,13,8,4,1,0.61538461538461542,0.30769230769230771,0.076923076923076927
14679,8,3,3,2,0.375,0.375,0.25
14680,15,8,4,3,0.53333333333333333,0.26666666666666666,0.2
14681,11,6,4,1,0.54545454545454541,0.36363636363636365,0.090909090909090912
14682,10,6,3,1,0.6,0.3,0.1
14683,12,2,6,4,0.16666666666666666,0.5,0.33333333333333331
14684,14,6,3,5,0.42857142857142855,0.21428571428571427,0.35714285714285715
14685,8,6,2,0,0.75,0.25,0
14686,7,4,1,2,0.5714285714285714,0.14285714285714285,0.2857142857142857
14687,9,3,2,4,0.33333333333333331,0.22222222222222221,0.44444444444444442
14688,17,6,5,6,0.35294117647058826,0.29411764705882354,0.35294117647058826
14689,18,10,5,3,0.55555555555555558,0.27777777777777779,0.16666666666666666
14690,8,5,2,1,0.625,0.25,0.125
14691,11,5,5,1,0.45454545454545453,0.45454545454545453,0.090909090909090912
14692,11,5,5,1,0.45454545454545453,0.45454545454545453,0.090909090909090912
14693,7,1,5,1,0.14285714285714285,0.7142857142857143,0.14285714285714285
14694,11,4,5,2,0.36363636363636365,0.45454545454545453,0.18181818181818182
14695,16,4,9,3,0.25,0.5625,0.1875
14696,7,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285
14697,3,1,1,1,0.33333333333333331,0.33333333333333331,0.33333333333333331
14698,14,3,6,5,0.21428571428571427,0.42857142857142855,0.35714285714285715
14699,11,5,3,3,0.45454545454545453,0.27272727272727271,0.27272727272727271
14700,5,0,2,3,0,0.4,0.6
14701,12,4,5,3,0.33333333333333331,0.41666666666666669,0.25
14702,7,3,4,0,0.42857142857142855,0.5714285714285714,0
14703,6,5,1,0,0.83333333333333337,0.16666666666666666,0
14704,9,2,4,3,0.22222222222222221,0.44444444444444442,0.33333333333333331
14705,7,2,2,3,0.2857142857142857,0.2857142857142857,0.42857142857142855
14706,15,5,4,6,0.33333333333333331,0.26666666666666666,0.4
14707,8,2,5,1,0.25,0.625,0.125
14708,12,7,4,1,0.58333333333333337,0.33333333333333331,0.083333333333333329
14709,7,4,1,2,0.5714285714285714,0.14285714285714285,0.2857142857142857
14710,11,3,6,2,0.27272727272727271,0.54545454545454541,0.18181818181818182
14711,11,2,6,3,0.18181818181818182,0.54545454545454541,0.27272727272727271
14712,19,8,6,5,0.42105263157894735,0.31578947368421051,0.26315789473684209
14713,11,5,4,2,0.45454545454545453,0.36363636363636365,0.18181818181818182
14714,14,2,3,9,0.14285714285714285,0.21428571428571427,0.6428571428571429
14715,13,4,4,5,0.30769230769230771,0.30769230769230771,0.38461538461538464
14716,9,3,5,1,0.33333333333333331,0.55555555555555558,0.1111111111111111
14717,12,7,1,4,0.58333333333333337,0.083333333333333329,0.33333333333333331
14718,11,6,2,3,0.54545454545454541,0.18181818181818182,0.27272727272727271
14719,10,4,4,2,0.4,0.4,0.2
14720,6,4,0,2,0.66666666666666663,0,0.33333333333333331
14721,8,1,3,4,0.125,0.375,0.5
14722,7,2,3,2,0.2857142857142857,0.42857142857142855,0.2857142857142857
14723,10,5,5,0,0.5,0.5,0
14724,9,5,2,2,0.55555555555555558,0.22222222222222221,0.22222222222222221
14725,6,2,3,1,0.33333333333333331,0.5,0.16666666666666666
14726,7,3,4,0,0.42857142857142855,0.5714285714285714,0
14727,7,3,2,2,0.42857142857142855,0.2857142857142857,0.2857142857142857
14728,9,6,2,1,0.66666666666666663,0.22222222222222221,0.1111111111111111
14729,7,1,6,0,0.14285714285714285,0.8571428571428571,0
14730,6,0,5,1,0,0.83333333333333337,0.16666666666666666
14731,5,2,1,2,0.4,0.2,0.4
14732,11,3,3,5,0.27272727272727271,0.27272727272727271,0.45454545454545453
14733,13,6,5,2,0.46153846153846156,0.38461538461538464,0.15384615384615385
14734,10,2,5,3,0.2,0.5,0.3
14735,12,6,3,3,0.5,0.25,0.25
14736,6,2,1,3,0.33333333333333331,0.16666666666666666,0.5
14737,12,8,4,0,0.66666666666666663,0.33333333333333331,0
14738,12,8,4,0,0.66666666666666663,0.33333333333333331,0
14739,11,3,5,3,0.27272727272727271,0.45454545454545453,0.27272727272727271
14740,7,2,1,4,0.2857142857142857,0.14285714285714285,0.5714285714285714
14741,11,5,2,4,0.45454545454545453,0.18181818181818182,0.36363636363636365
14742,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285
14743,10,4,4,2,0.4,0.4,0.2
14744,10,4,4,2,0.4,0.4,0.2
14745,5,4,1,0,0.8,0.2,0
14746,7,2,2,3,0.2857142857142857,0.2857142857142857,0.42857142857142855
14747,9,2,4,3,0.22222222222222221,0.44444444444444442,0.33333333333333331
14748,9,5,4,0,0.55555555555555558,0.44444444444444442,0
14749,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285
14750,6,3,2,1,0.5,0.33333333333333331,0.16666666666666666
14751,10,5,1,4,0.5,0.1,0.4
14752,10,4,2,4,0.4,0.2,0.4
14753,5,3,1,1,0.6,0.2,0.2
14754,10,3,5,2,0.3,0.5,0.2
14755,8,3,4,1,0.375,0.5,0.125
14756,3,2,1,0,0.66666666666666663,0.33333333333333331,0
14757,8,6,0,2,0.75,0,0.25
14758,12,4,4,4,0.33333333333333331,0.33333333333333331,0.33333333333333331
14759,19,9,9,1,0.47368421052631576,0.47368421052631576,0.052631578947368418
14760,6,1,4,1,0.16666666666666666,0.66666666666666663,0.16666666666666666
14761,11,3,3,5,0.27272727272727271,0.27272727272727271,0.45454545454545453
14762,13,6,5,2,0.46153846153846156,0.38461538461538464,0.15384615384615385
14763,11,6,3,2,0.54545454545454541,0.27272727272727271,0.18181818181818182
14764,13,6,4,3,0.46153846153846156,0.30769230769230771,0.23076923076923078
14765,13,7,2,4,0.53846153846153844,0.15384615384615385,0.30769230769230771
14766,11,9,1,1,0.81818181818181823,0.090909090909090912,0.090909090909090912
14767,6,3,2,1,0.5,0.33333333333333331,0.16666666666666666
14768,7,2,3,2,0.2857142857142857,0.42857142857142855,0.2857142857142857
14769,8,5,2,1,0.625,0.25,0.125
14770,5,3,1,1,0.6,0.2,0.2
14771,8,3,2,3,0.375,0.25,0.375
14772,7,1,5,1,0.14285714285714285,0.7142857142857143,0.14285714285714285
14773,6,0,3,3,0,0.5,0.5
14774,10,3,3,4,0.3,0.3,0.4
14775,5,2,2,1,0.4,0.4,0.2
14776,8,3,5,0,0.375,0.625,0
14777,9,2,3,4,0.22222222222222221,0.33333333333333331,0.44444444444444442
14778,7,3,2,2,0.42857142857142855,0.2857142857142857,0.2857142857142857
14779,18,10,8,0,0.55555555555555558,0.44444444444444442,0
14780,14,9,4,1,0.6428571428571429,0.2857142857142857,0.071428571428571425
14781,17,8,4,5,0.47058823529411764,0.23529411764705882,0.29411764705882354
14782,11,5,2,4,0.45454545454545453,0.18181818181818182,0.36363636363636365
14783,18,9,8,1,0.5,0.44444444444444442,0.055555555555555552
14784,16,8,4,4,0.5,0.25,0.25
14785,11,3,6,2,0.27272727272727271,0.54545454545454541,0.18181818181818182
14786,6,3,1,2,0.5,0.16666666666666666,0.33333333333333331
14787,14,8,3,3,0.5714285714285714,0.21428571428571427,0.21428571428571427
14788,14,4,6,4,0.2857142857142857,0.42857142857142855,0.2857142857142857
14789,7,4,1,2,0.5714285714285714,0.14285714285714285,0.2857142857142857
14790,16,6,7,3,0.375,0.4375,0.1875
14791,9,3,4,2,0.33333333333333331,0.44444444444444442,0.22222222222222221
14792,20,10,7,3,0.5,0.35,0.15
14793,11,5,3,3,0.45454545454545453,0.27272727272727271,0.27272727272727271
14794,14,4,6,4,0.2857142857142857,0.42857142857142855,0.2857142857142857
14795,12,5,4,3,0.41666666666666669,0.33333333333333331,0.25
14796,11,6,4,1,0.54545454545454541,0.36363636363636365,0.090909090909090912
14797,13,5,5,3,0.38461538461538464,0.38461538461538464,0.23076923076923078
14798,18,6,7,5,0.33333333333333331,0.3888888888888889,0.27777777777777779
14799,6,0,4,2,0,0.66666666666666663,0.33333333333333331
14800,8,3,4,1,0.375,0.5,0.125
14801,5,3,1,1,0.6,0.2,0.2
14802,12,3,4,5,0.25,0.33333333333333331,0.41666666666666669
14803,10,5,5,0,0.5,0.5,0
14804,15,4,5,6,0.26666666666666666,0.33333333333333331,0.4
14805,11,3,2,6,0.27272727272727271,0.18181818181818182,0.54545454545454541
14806,11,3,5,3,0.27272727272727271,0.45454545454545453,0.27272727272727271
14807,18,9,5,4,0.5,0.27777777777777779,0.22222222222222221
14808,11,7,1,3,0.63636363636363635,0.090909090909090912,0.27272727272727271
14809,10,4,5,1,0.4,0.5,0.1
14810,16,4,8,4,0.25,0.5,0.25
14811,10,8,0,2,0.8,0,0.2
14812,9,5,3,1,0.55555555555555558,0.33333333333333331,0.1111111111111111
14813,9,4,3,2,0.44444444444444442,0.33333333333333331,0.22222222222222221
14814,13,5,8,0,0.38461538461538464,0.61538461538461542,0
14815,9,4,1,4,0.44444444444444442,0.1111111111111111,0.44444444444444442
14816,11,5,3,3,0.45454545454545453,0.27272727272727271,0.27272727272727271
14817,14,0,8,6,0,0.5714285714285714,0.42857142857142855
14818,16,8,5,3,0.5,0.3125,0.1875
14819,6,0,5,1,0,0.83333333333333337,0.16666666666666666
14820,7,2,1,4,0.2857142857142857,0.14285714285714285,0.5714285714285714
14821,12,5,3,4,0.41666666666666669,0.25,0.33333333333333331
14822,9,5,2,2,0.55555555555555558,0.22222222222222221,0.22222222222222221
14823,9,2,5,2,0.22222222222222221,0.55555555555555558,0.22222222222222221
14824,15,9,4,2,0.6,0.26666666666666666,0.13333333333333333
14825,4,2,2,0,0.5,0.5,0
14826,7,2,5,0,0.2857142857142857,0.7142857142857143,0
14827,10,4,5,1,0.4,0.5,0.1
14828,6,4,2,0,0.66666666666666663,0.33333333333333331,0
14829,15,4,6,5,0.26666666666666666,0.4,0.33333333333333331
14830,13,8,2,3,0.61538461538461542,0.15384615384615385,0.23076923076923078
14831,14,2,4,8,0.14285714285714285,0.2857142857142857,0.5714285714285714
14832,9,6,1,2,0.66666666666666663,0.1111111111111111,0.22222222222222221
14833,7,0,4,3,0,0.5714285714285714,0.42857142857142855
14834,14,4,4,6,0.2857142857142857,0.2857142857142857,0.42857142857142855
14835,8,4,4,0,0.5,0.5,0
14836,5,2,2,1,0.4,0.4,0.2
14837,15,5,6,4,0.33333333333333331,0.4,0.26666666666666666
14838,11,4,3,4,0.36363636363636365,0.27272727272727271,0.36363636363636365
14839,7,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285
14840,14,4,5,5,0.2857142857142857,0.35714285714285715,0.35714285714285715
14841,4,2,2,0,0.5,0.5,0
14842,8,2,4,2,0.25,0.5,0.25
14843,6,1,3,2,0.16666666666666666,0.5,0.33333333333333331
14844,12,8,2,2,0.66666666666666663,0.16666666666666666,0.16666666666666666
14845,11,5,5,1,0.45454545454545453,0.45454545454545453,0.090909090909090912
14846,11,5,3,3,0.45454545454545453,0.27272727272727271,0.27272727272727271
14847,7,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285
14848,11,6,4,1,0.54545454545454541,0.36363636363636365,0.090909090909090912
14849,9,4,2,3,0.44444444444444442,0.22222222222222221,0.33333333333333331
14850,8,2,4,2,0.25,0.5,0.25
14851,11,5,4,2,0.45454545454545453,0.36363636363636365,0.18181818181818182
14852,7,0,6,1,0,0.8571428571428571,0.14285714285714285
14853,6,3,1,2,0.5,0.16666666666666666,0.33333333333333331
14854,6,5,0,1,0.83333333333333337,0,0.16666666666666666
14855,6,3,2,1,0.5,0.33333333333333331,0.16666666666666666
14856,11,4,5,2,0.36363636363636365,0.45454545454545453,0.18181818181818182
14857,10,8,2,0,0.8,0.2,0
14858,16,5,7,4,0.3125,0.4375,0.25
14859,9,6,1,2,0.66666666666666663,0.1111111111111111,0.22222222222222221
14860,11,4,5,2,0.36363636363636365,0.45454545454545453,0.18181818181818182
14861,12,5,4,3,0.41666666666666669,0.33333333333333331,0.25
14862,9,5,2,2,0.55555555555555558,0.22222222222222221,0.22222222222222221
14863,11,6,5,0,0.54545454545454541,0.45454545454545453,0
14864,8,1,4,3,0.125,0.5,0.375
14865,6,2,2,2,0.33333333333333331,0.33333333333333331,0.33333333333333331
14866,11,8,3,0,0.72727272727272729,0.27272727272727271,0
14867,6,2,3,1,0.33333333333333331,0.5,0.16666666666666666
14868,6,4,2,0,0.66666666666666663,0.33333333333333331,0
14869,6,3,2,1,0.5,0.33333333333333331,0.16666666666666666
14870,12,8,1,3,0.66666666666666663,0.083333333333333329,0.25
14871,7,2,2,3,0.2857142857142857,0.2857142857142857,0.42857142857142855
14872,9,1,5,3,0.1111111111111111,0.55555555555555558,0.33333333333333331
14873,17,6,9,2,0.35294117647058826,0.52941176470588236,0.11764705882352941
14874,10,3,6,1,0.3,0.6,0.1
14875,7,1,6,0,0.14285714285714285,0.8571428571428571,0
14876,9,2,6,1,0.22222222222222221,0.66666666666666663,0.1111111111111111
14877,11,4,4,3,0.36363636363636365,0.36363636363636365,0.27272727272727271
14878,7,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285
14879,10,2,7,1,0.2,0.7,0.1
14880,8,4,4,0,0.5,0.5,0
14881,9,5,3,1,0.55555555555555558,0.33333333333333331,0.1111111111111111
14882,10,2,5,3,0.2,0.5,0.3
14883,14,4,3,7,0.2857142857142857,0.21428571428571427,0.5
14884,9,2,5,2,0.22222222222222221,0.55555555555555558,0.22222222222222221
14885,6,3,3,0,0.5,0.5,0
14886,10,5,2,3,0.5,0.2,0.3
14887,11,6,5,0,0.54545454545454541,0.45454545454545453,0
14888,10,5,3,2,0.5,0.3,0.2
14889,8,3,4,1,0.375,0.5,0.125
14890,6,2,4,0,0.33333333333333331,0.66666666666666663,0
14891,13,6,4,3,0.46153846153846156,0.30769230769230771,0.23076923076923078
14892,8,2,5,1,0.25,0.625,0.125
14893,5,2,1,2,0.4,0.2,0.4
14894,6,2,2,2,0.33333333333333331,0.33333333333333331,0.33333333333333331
14895,12,5,6,1,0.41666666666666669,0.5,0.083333333333333329
14896,12,3,6,3,0.25,0.5,0.25
14897,10,4,4,2,0.4,0.4,0.2
14898,7,5,2,0,0.7142857142857143,0.2857142857142857,0
14899,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285
14900,12,7,3,2,0.58333333333333337,0.25,0.16666666666666666
14901,7,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285
14902,7,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285
14903,20,5,11,4,0.25,0.55,0.2
14904,12,6,3,3,0.5,0.25,0.25
14905,9,3,3,3,0.33333333333333331,0.33333333333333331,0.33333333333333331
14906,16,3,7,6,0.1875,0.4375,0.375
14907,5,2,3,0,0.4,0.6,0
14908,4,1,3,0,0.25,0.75,0
14909,10,4,4,2,0.4,0.4,0.2
14910,8,4,4,0,0.5,0.5,0
14911,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285
14912,8,1,4,3,0.125,0.5,0.375
14913,10,7,3,0,0.7,0.3,0
14914,7,3,0,4,0.42857142857142855,0,0.5714285714285714
14915,11,6,3,2,0.54545454545454541,0.27272727272727271,0.18181818181818182
14916,4,2,0,2,0.5,0,0.5
14917,5,1,3,1,0.2,0.6,0.2
14918,6,4,2,0,0.66666666666666663,0.33333333333333331,0
14919,13,5,5,3,0.38461538461538464,0.38461538461538464,0.23076923076923078
14920,10,6,4,0,0.6,0.4,0
14921,8,5,1,2,0.625,0.125,0.25
14922,6,2,2,2,0.33333333333333331,0.33333333333333331,0.33333333333333331
14923,12,3,6,3,0.25,0.5,0.25
14924,18,7,8,3,0.3888888888888889,0.44444444444444442,0.16666666666666666
14925,10,8,1,1,0.8,0.1,0.1
14926,10,5,3,2,0.5,0.3,0.2
14927,10,5,2,3,0.5,0.2,0.3
14928,12,3,6,3,0.25,0.5,0.25
14929,6,2,3,1,0.33333333333333331,0.5,0.16666666666666666
14930,15,4,6,5,0.26666666666666666,0.4,0.33333333333333331
14931,9,3,5,1,0.33333333333333331,0.55555555555555558,0.1111111111111111
14932,15,6,6,3,0.4,0.4,0.2
14933,14,6,5,3,0.42857142857142855,0.35714285714285715,0.21428571428571427
14934,10,3,5,2,0.3,0.5,0.2
14935,10,2,5,3,0.2,0.5,0.3
14936,8,3,5,0,0.375,0.625,0
14937,13,5,2,6,0.38461538461538464,0.15384615384615385,0.46153846153846156
14938,9,4,3,2,0.44444444444444442,0.33333333333333331,0.22222222222222221
14939,14,5,5,4,0.35714285714285715,0.35714285714285715,0.2857142857142857
14940,8,3,3,2,0.375,0.375,0.25
14941,8,3,3,2,0.375,0.375,0.25
14942,10,4,5,1,0.4,0.5,0.1
14943,15,10,4,1,0.66666666666666663,0.26666666666666666,0.066666666666666666
14944,12,3,8,1,0.25,0.66666666666666663,0.083333333333333329
14945,6,3,2,1,0.5,0.33333333333333331,0.16666666666666666
14946,11,6,3,2,0.54545454545454541,0.27272727272727271,0.18181818181818182
14947,12,3,7,2,0.25,0.58333333333333337,0.16666666666666666
14948,16,7,5,4,0.4375,0.3125,0.25
14949,10,7,0,3,0.7,0,0.3
14950,12,4,4,4,0.33333333333333331,0.33333333333333331,0.33333333333333331
14951,10,5,3,2,0.5,0.3,0.2
14952,18,10,4,4,0.55555555555555558,0.22222222222222221,0.22222222222222221
14953,13,6,4,3,0.46153846153846156,0.30769230769230771,0.23076923076923078
14954,13,6,3,4,0.46153846153846156,0.23076923076923078,0.30769230769230771
14955,14,6,6,2,0.42857142857142855,0.42857142857142855,0.14285714285714285
14956,13,3,7,3,0.23076923076923078,0.53846153846153844,0.23076923076923078
14957,14,3,6,5,0.21428571428571427,0.42857142857142855,0.35714285714285715
14958,8,3,5,0,0.375,0.625,0
14959,13,6,4,3,0.46153846153846156,0.30769230769230771,0.23076923076923078
14960,7,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285
14961,8,1,4,3,0.125,0.5,0.375
14962,8,4,4,0,0.5,0.5,0
14963,8,2,5,1,0.25,0.625,0.125
14964,12,7,4,1,0.58333333333333337,0.33333333333333331,0.083333333333333329
14965,5,1,3,1,0.2,0.6,0.2
14966,6,5,0,1,0.83333333333333337,0,0.16666666666666666
14967,6,2,4,0,0.33333333333333331,0.66666666666666663,0
14968,8,3,3,2,0.375,0.375,0.25
14969,6,2,3,1,0.33333333333333331,0.5,0.16666666666666666
14970,12,3,7,2,0.25,0.58333333333333337,0.16666666666666666
14971,8,1,6,1,0.125,0.75,0.125
14972,13,4,3,6,0.30769230769230771,0.23076923076923078,0.46153846153846156
14973,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285
14974,12,4,6,2,0.33333333333333331,0.5,0.16666666666666666
14975,12,3,4,5,0.25,0.33333333333333331,0.41666666666666669
14976,12,2,8,2,0.16666666666666666,0.66666666666666663,0.16666666666666666
14977,12,5,7,0,0.41666666666666669,0.58333333333333337,0
14978,12,5,2,5,0.41666666666666669,0.16666666666666666,0.41666666666666669
14979,15,7,2,6,0.46666666666666667,0.13333333333333333,0.4
14980,13,8,5,0,0.61538461538461542,0.38461538461538464,0
14981,9,3,5,1,0.33333333333333331,0.55555555555555558,0.1111111111111111
14982,10,6,4,0,0.6,0.4,0
14983,9,5,3,1,0.55555555555555558,0.33333333333333331,0.1111111111111111
14984,6,3,1,2,0.5,0.16666666666666666,0.33333333333333331
14985,10,6,3,1,0.6,0.3,0.1
14986,9,5,2,2,0.55555555555555558,0.22222222222222221,0.22222222222222221
14987,10,3,5,2,0.3,0.5,0.2
14988,10,3,5,2,0.3,0.5,0.2
14989,14,4,8,2,0.2857142857142857,0.5714285714285714,0.14285714285714285
14990,11,4,5,2,0.36363636363636365,0.45454545454545453,0.18181818181818182
14991,6,4,2,0,0.66666666666666663,0.33333333333333331,0
14992,9,4,5,0,0.44444444444444442,0.55555555555555558,0
14993,10,4,4,2,0.4,0.4,0.2
14994,13,5,6,2,0.38461538461538464,0.46153846153846156,0.15384615384615385
14995,12,3,5,4,0.25,0.41666666666666669,0.33333333333333331
14996,9,4,2,3,0.44444444444444442,0.22222222222222221,0.33333333333333331
14997,17,10,7,0,0.58823529411764708,0.41176470588235292,0
14998,11,6,4,1,0.54545454545454541,0.36363636363636365,0.090909090909090912
14999,9,3,4,2,0.33333333333333331,0.44444444444444442,0.22222222222222221
15000,8,5,2,1,0.625,0.25,0.125
15001,12,4,3,5,0.33333333333333331,0.25,0.41666666666666669
15002,8,3,3,2,0.375,0.375,0.25
15003,7,3,2,2,0.42857142857142855,0.2857142857142857,0.2857142857142857
15004,8,5,2,1,0.625,0.25,0.125
15005,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285
15006,10,3,7,0,0.3,0.7,0
15007,8,2,6,0,0.25,0.75,0
15008,6,4,2,0,0.66666666666666663,0.33333333333333331,0
15009,4,1,1,2,0.25,0.25,0.5
15010,3,0,3,0,0,1,0
15011,9,3,2,4,0.33333333333333331,0.22222222222222221,0.44444444444444442
15012,8,2,6,0,0.25,0.75,0
15013,7,3,2,2,0.42857142857142855,0.2857142857142857,0.2857142857142857
15014,5,1,3,1,0.2,0.6,0.2
15015,6,2,4,0,0.33333333333333331,0.66666666666666663,0
15016,10,3,3,4,0.3,0.3,0.4
15017,11,4,6,1,0.36363636363636365,0.54545454545454541,0.090909090909090912
15018,9,4,3,2,0.44444444444444442,0.33333333333333331,0.22222222222222221
15019,7,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285
15020,9,3,3,3,0.33333333333333331,0.33333333333333331,0.33333333333333331
15021,11,1,9,1,0.090909090909090912,0.81818181818181823,0.090909090909090912
15022,13,4,4,5,0.30769230769230771,0.30769230769230771,0.38461538461538464
15023,6,4,2,0,0.66666666666666663,0.33333333333333331,0
15024,13,6,3,4,0.46153846153846156,0.23076923076923078,0.30769230769230771
15025,6,2,4,0,0.33333333333333331,0.66666666666666663,0
15026,9,4,2,3,0.44444444444444442,0.22222222222222221,0.33333333333333331
15027,12,7,3,2,0.58333333333333337,0.25,0.16666666666666666
15028,7,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285
15029,18,8,7,3,0.44444444444444442,0.3888888888888889,0.16666666666666666
15030,15,7,6,2,0.46666666666666667,0.4,0.13333333333333333
15031,11,5,5,1,0.45454545454545453,0.45454545454545453,0.090909090909090912
15032,1,0,0,1,0,0,1
15033,5,3,2,0,0.6,0.4,0
15034,7,4,0,3,0.5714285714285714,0,0.42857142857142855
15035,7,1,4,2,0.14285714285714285,0.5714285714285714,0.2857142857142857
15036,11,6,2,3,0.54545454545454541,0.18181818181818182,0.27272727272727271
15037,8,1,3,4,0.125,0.375,0.5
15038,14,7,5,2,0.5,0.35714285714285715,0.14285714285714285
15039,8,0,5,3,0,0.625,0.375
15040,9,2,3,4,0.22222222222222221,0.33333333333333331,0.44444444444444442
15041,8,4,4,0,0.5,0.5,0
15042,12,5,5,2,0.41666666666666669,0.41666666666666669,0.16666666666666666
15043,9,4,5,0,0.44444444444444442,0.55555555555555558,0
15044,7,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285
15045,13,5,4,4,0.38461538461538464,0.30769230769230771,0.30769230769230771
15046,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285
15047,4,3,0,1,0.75,0,0.25
15048,11,3,3,5,0.27272727272727271,0.27272727272727271,0.45454545454545453
15049,12,3,7,2,0.25,0.58333333333333337,0.16666666666666666
15050,9,3,6,0,0.33333333333333331,0.66666666666666663,0
15051,10,5,5,0,0.5,0.5,0
15052,11,2,4,5,0.18181818181818182,0.36363636363636365,0.45454545454545453
15053,10,4,4,2,0.4,0.4,0.2
15054,12,3,5,4,0.25,0.41666666666666669,0.33333333333333331
15055,8,4,2,2,0.5,0.25,0.25
15056,11,4,0,7,0.36363636363636365,0,0.63636363636363635
